3081.0,12.0
3081.0,5234.0
12.0,6.0
12.0,3081.0
6.0,12.0
6.0,195.0
195.0,6.0
195.0,2.0
2.0,3134.0
2.0,195.0
3134.0,46.0
3134.0,2.0
46.0,59.0
46.0,3134.0
59.0,46.0
59.0,156.0
156.0,59.0
156.0,128.0
128.0,742.0
128.0,156.0
742.0,128.0
742.0,477.0
477.0,10572.0
477.0,742.0
10572.0,477.0
10572.0,134.0
134.0,1.0
134.0,10572.0
1.0,134.0
1.0,27350.0
27350.0,1.0
27350.0,2.0
2.0,27350.0
2.0,1.0
1.0,103.0
1.0,2.0
103.0,1.0
103.0,855.0
855.0,3.0
855.0,103.0
3.0,855.0
3.0,1.0
1.0,15068.0
1.0,3.0
15068.0,0.0
15068.0,1.0
0.0,2.0
0.0,15068.0
2.0,1.0
2.0,0.0
1.0,151.0
1.0,2.0
151.0,1.0
151.0,855.0
855.0,151.0
855.0,3581.0
3581.0,855.0
3581.0,1.0
1.0,195.0
1.0,3581.0
195.0,11.0
195.0,1.0
11.0,195.0
11.0,191.0
191.0,59.0
191.0,11.0
59.0,191.0
59.0,5.0
5.0,6.0
5.0,59.0
6.0,5.0
6.0,10713.0
10713.0,215.0
10713.0,6.0
215.0,7.0
215.0,10713.0
7.0,1325.0
7.0,215.0
1325.0,7.0
1325.0,105.0
105.0,1325.0
105.0,455.0
455.0,105.0
455.0,20.0
20.0,59.0
20.0,455.0
59.0,20.0
59.0,2732.0
2732.0,363.0
2732.0,59.0
363.0,2732.0
363.0,7.0
7.0,3673.0
7.0,363.0
3673.0,7.0
3673.0,1.0
1.0,3673.0
1.0,709.0
709.0,1.0
709.0,2.0
2.0,709.0
2.0,372.0
372.0,27.0
372.0,2.0
27.0,372.0
27.0,41.0
41.0,37.0
41.0,27.0
37.0,41.0
37.0,54.0
54.0,37.0
54.0,540.0
540.0,98.0
540.0,54.0
98.0,540.0
98.0,12.0
12.0,98.0
12.0,6.0
6.0,1424.0
6.0,12.0
1424.0,6.0
1424.0,2758.0
2758.0,19.0
2758.0,1424.0
19.0,568.0
19.0,2758.0
568.0,687.0
568.0,19.0
248.0,5234.0
248.0,1.0
5234.0,11.0
5234.0,248.0
11.0,1053.0
11.0,5234.0
1053.0,28.0
1053.0,11.0
28.0,1053.0
28.0,1.0
1.0,321.0
1.0,28.0
321.0,1.0
321.0,249.0
249.0,44612.0
249.0,321.0
44612.0,2878.0
44612.0,249.0
2878.0,44612.0
2878.0,793.0
793.0,187.0
793.0,2878.0
187.0,793.0
187.0,5234.0
5234.0,12.0
5234.0,187.0
12.0,5234.0
12.0,6.0
6.0,201.0
6.0,12.0
201.0,603.0
201.0,6.0
603.0,201.0
603.0,11.0
11.0,1.0
11.0,603.0
1.0,11.0
1.0,1135.0
1135.0,1.0
1135.0,20.0
20.0,1135.0
20.0,2622.0
2622.0,20.0
2622.0,26.0
26.0,8984.0
26.0,2622.0
8984.0,3.0
8984.0,26.0
3.0,280.0
3.0,8984.0
280.0,32.0
280.0,3.0
32.0,4148.0
32.0,280.0
4148.0,32.0
4148.0,142.0
142.0,60.0
142.0,4148.0
60.0,142.0
60.0,26.0
26.0,60.0
26.0,6438.0
6438.0,26.0
6438.0,4187.0
4187.0,2.0
4187.0,6438.0
2.0,154.0
2.0,4187.0
154.0,33.0
154.0,2.0
33.0,363.0
33.0,154.0
363.0,5234.0
363.0,33.0
5234.0,363.0
5234.0,37.0
37.0,1138.0
37.0,5234.0
1138.0,7.0
1138.0,37.0
7.0,1138.0
7.0,448.0
448.0,7.0
448.0,345.0
345.0,1819.0
345.0,448.0
1819.0,20.0
1819.0,345.0
20.0,1819.0
20.0,4861.0
4861.0,20.0
4861.0,1.0
1.0,4861.0
1.0,6754.0
6754.0,2.0
6754.0,1.0
2.0,7574.0
2.0,6754.0
7574.0,1775.0
7574.0,2.0
1775.0,567.0
1775.0,7574.0
567.0,1775.0
567.0,1.0
1.0,567.0
1.0,94.0
94.0,1.0
94.0,1.0
1.0,94.0
1.0,248.0
248.0,1.0
248.0,11065.0
11065.0,248.0
11065.0,12.0
12.0,52.0
12.0,11065.0
52.0,12.0
52.0,7089.0
7089.0,52.0
7089.0,90.0
90.0,27.0
90.0,7089.0
27.0,271.0
27.0,90.0
271.0,38.0
271.0,27.0
38.0,5949.0
38.0,271.0
29.0,20300.0
29.0,0.0
0.0,29.0
0.0,42.0
42.0,0.0
42.0,318.0
318.0,42.0
318.0,6.0
6.0,318.0
6.0,25637.0
25637.0,528.0
25637.0,6.0
528.0,25637.0
528.0,7574.0
7574.0,528.0
7574.0,372.0
372.0,5.0
372.0,7574.0
5.0,259.0
5.0,372.0
259.0,5.0
259.0,2.0
2.0,154.0
2.0,259.0
154.0,2.0
154.0,26.0
26.0,154.0
26.0,1207.0
1207.0,26.0
1207.0,12.0
12.0,1207.0
